,timestamp,open,high,low,close,volume
0,2021-01-08 17:30:00,128.98,129.0,128.98,129.0,1800
1,2021-01-08 17:20:00,128.99,128.99,128.79,128.79,1490
2,2021-01-08 17:05:00,128.98,128.98,128.98,128.98,200
3,2021-01-08 16:35:00,128.59,128.59,128.59,128.59,701
4,2021-01-08 16:15:00,128.53,128.53,128.53,128.53,8884
5,2021-01-08 16:10:00,128.6433,128.8,128.6433,128.8,531
6,2021-01-08 16:05:00,128.53,128.53,128.53,128.53,105609
7,2021-01-08 16:00:00,128.62,128.89,128.49,128.53,356127
8,2021-01-08 15:55:00,128.98,129.14,128.5,128.6346,131965
9,2021-01-08 15:50:00,128.835,129.0,128.8,128.95,86001
10,2021-01-08 15:45:00,128.92,128.92,128.73,128.845,55267
11,2021-01-08 15:40:00,128.7484,128.93,128.68,128.93,54925
12,2021-01-08 15:35:00,128.65,128.76,128.53,128.742,51052
13,2021-01-08 15:30:00,128.66,128.775,128.61,128.6699,38175
14,2021-01-08 15:25:00,128.7222,128.7222,128.6,128.64,47242
15,2021-01-08 15:20:00,128.84,128.8622,128.61,128.71,40378
16,2021-01-08 15:15:00,128.805,128.98,128.77,128.8554,37869
17,2021-01-08 15:10:00,128.65,128.81,128.63,128.805,32268
18,2021-01-08 15:05:00,128.42,128.65,128.42,128.65,42416
19,2021-01-08 15:00:00,128.255,128.44,128.24,128.44,32455
20,2021-01-08 14:55:00,128.19,128.36,128.18,128.27,35959
21,2021-01-08 14:50:00,128.06,128.22,128.01,128.22,29748
22,2021-01-08 14:45:00,128.15,128.15,127.95,128.037,29926
23,2021-01-08 14:40:00,128.14,128.18,128.07,128.1,39205
24,2021-01-08 14:35:00,128.03,128.13,127.99,128.13,25911
25,2021-01-08 14:30:00,127.85,128.12,127.8193,128.04,32087
26,2021-01-08 14:25:00,128.0,128.0,127.76,127.85,41064
27,2021-01-08 14:20:00,127.91,128.05,127.83,128.0094,30463
28,2021-01-08 14:15:00,127.84,127.98,127.8,127.9,33458
29,2021-01-08 14:10:00,127.71,127.95,127.71,127.89,40132
30,2021-01-08 14:05:00,127.53,127.82,127.53,127.71,26058
31,2021-01-08 14:00:00,127.36,127.58,127.335,127.55,36452
32,2021-01-08 13:55:00,127.3,127.4492,127.3,127.355,48428
33,2021-01-08 13:50:00,127.43,127.5106,127.305,127.32,48571
34,2021-01-08 13:45:00,127.29,127.45,127.16,127.45,40463
35,2021-01-08 13:40:00,127.15,127.38,126.98,127.305,100371
36,2021-01-08 13:35:00,127.32,127.355,127.1,127.1267,38711
37,2021-01-08 13:30:00,127.25,127.44,127.25,127.32,34412
38,2021-01-08 13:25:00,127.15,127.26,127.08,127.26,33302
39,2021-01-08 13:20:00,127.485,127.485,127.15,127.15,39904
40,2021-01-08 13:15:00,127.515,127.65,127.46,127.51,31225
41,2021-01-08 13:10:00,127.41,127.55,127.41,127.5,20946
42,2021-01-08 13:05:00,127.435,127.46,127.34,127.44,22590
43,2021-01-08 13:00:00,127.465,127.51,127.388,127.42,23107
44,2021-01-08 12:55:00,127.3561,127.5425,127.3561,127.465,17056
45,2021-01-08 12:50:00,127.62,127.62,127.33,127.33,29429
46,2021-01-08 12:45:00,127.55,127.63,127.474,127.61,24713
47,2021-01-08 12:40:00,127.545,127.6,127.51,127.54,17586
48,2021-01-08 12:35:00,127.8007,127.8007,127.5301,127.5599,27288
49,2021-01-08 12:30:00,127.66,127.79,127.6,127.79,21021
50,2021-01-08 12:25:00,127.62,127.74,127.5914,127.66,24259
51,2021-01-08 12:20:00,127.8,127.8,127.6,127.6095,33406
52,2021-01-08 12:15:00,127.79,127.87,127.76,127.8006,32396
53,2021-01-08 12:10:00,127.48,127.79,127.47,127.78,39361
54,2021-01-08 12:05:00,127.52,127.6,127.42,127.455,40055
55,2021-01-08 12:00:00,127.29,127.54,127.27,127.54,33431
56,2021-01-08 11:55:00,127.335,127.3729,127.26,127.2711,37411
57,2021-01-08 11:50:00,127.39,127.55,127.36,127.36,34556
58,2021-01-08 11:45:00,127.495,127.51,127.36,127.3736,36197
59,2021-01-08 11:40:00,127.35,127.5,127.22,127.5,52628
60,2021-01-08 11:35:00,127.515,127.53,127.255,127.3641,43021
61,2021-01-08 11:30:00,127.425,127.53,127.36,127.52,43346
62,2021-01-08 11:25:00,127.52,127.5536,127.35,127.43,45199
63,2021-01-08 11:20:00,127.69,127.73,127.3803,127.5,40461
64,2021-01-08 11:15:00,127.57,127.75,127.46,127.7,28479
65,2021-01-08 11:10:00,127.73,127.7611,127.5178,127.57,33804
66,2021-01-08 11:05:00,127.64,127.85,127.61,127.781,35239
67,2021-01-08 11:00:00,127.4,127.76,127.35,127.6,43917
68,2021-01-08 10:55:00,127.4199,127.515,127.34,127.35,58588
69,2021-01-08 10:50:00,127.79,127.8402,127.38,127.43,64558
70,2021-01-08 10:45:00,127.59,127.91,127.52,127.76,42403
71,2021-01-08 10:40:00,127.81,127.93,127.53,127.562,51591
72,2021-01-08 10:35:00,127.9,128.09,127.77,127.85,60719
73,2021-01-08 10:30:00,128.1,128.15,127.835,127.85,47362
74,2021-01-08 10:25:00,127.8197,128.23,127.8197,128.1,30218
75,2021-01-08 10:20:00,127.93,128.01,127.71,127.86,76830
76,2021-01-08 10:15:00,128.3,128.36,127.94,127.97,81431
77,2021-01-08 10:10:00,128.7,128.7,128.3,128.31,44416
78,2021-01-08 10:05:00,128.68,128.7694,128.52,128.71,59114
79,2021-01-08 10:00:00,128.79,128.9,128.58,128.705,37366
80,2021-01-08 09:55:00,128.41,128.84,128.25,128.84,35001
81,2021-01-08 09:50:00,128.3495,128.58,128.16,128.39,98795
82,2021-01-08 09:45:00,128.737,128.78,128.31,128.31,55629
83,2021-01-08 09:40:00,128.79,128.99,128.65,128.8,57350
84,2021-01-08 09:35:00,128.57,129.32,128.03,128.8225,274115
85,2021-01-08 09:30:00,129.5,129.5,128.06,128.06,10207
86,2021-01-08 09:25:00,129.48,129.5,129.48,129.5,1769
87,2021-01-08 09:15:00,129.48,129.48,129.48,129.48,204
88,2021-01-08 09:10:00,129.47,129.48,129.47,129.48,580
89,2021-01-08 09:05:00,129.42,129.42,129.42,129.42,302
90,2021-01-08 08:45:00,129.5,129.5,129.5,129.5,203
91,2021-01-08 08:40:00,129.15,129.15,129.15,129.15,136
92,2021-01-08 08:35:00,129.3,129.3,129.29,129.29,761
93,2021-01-08 08:30:00,129.4,129.4,129.3,129.3,663
94,2021-01-08 08:10:00,129.55,129.55,129.55,129.55,105
95,2021-01-08 08:05:00,129.86,129.86,129.86,129.86,301
96,2021-01-08 07:30:00,129.84,129.84,129.75,129.75,1079
97,2021-01-08 07:20:00,129.55,129.55,129.55,129.55,200
98,2021-01-08 07:05:00,129.25,129.25,128.0,129.1,7369
99,2021-01-07 19:35:00,129.1,129.1,129.1,129.1,600
100,2021-01-07 19:30:00,129.01,129.01,129.01,129.01,100
101,2021-01-07 18:50:00,129.1,129.1,129.01,129.01,400
102,2021-01-07 18:35:00,129.1,129.1,129.1,129.1,300
103,2021-01-07 18:05:00,128.99,128.99,128.99,128.99,134
104,2021-01-07 17:55:00,129.01,129.01,129.01,129.01,483
105,2021-01-07 17:50:00,129.1,129.1,129.1,129.1,110
106,2021-01-07 17:45:00,129.1,129.1,129.1,129.1,200
107,2021-01-07 17:20:00,128.99,128.99,128.99,128.99,82485
108,2021-01-07 17:10:00,129.1,129.1,129.1,129.1,415
109,2021-01-07 17:05:00,129.0502,129.1,129.0502,129.1,452
110,2021-01-07 16:45:00,129.01,129.01,129.01,129.01,459
111,2021-01-07 16:40:00,129.02,129.02,129.01,129.01,410
112,2021-01-07 16:35:00,129.01,129.01,129.01,129.01,800
113,2021-01-07 16:30:00,128.74,129.01,128.74,129.01,549
114,2021-01-07 16:25:00,128.74,128.74,128.74,128.74,250
115,2021-01-07 16:15:00,128.99,128.99,128.99,128.99,3534
116,2021-01-07 16:05:00,128.99,128.99,128.53,128.53,143799
117,2021-01-07 16:00:00,129.26,129.26,128.99,128.99,288970
118,2021-01-07 15:55:00,129.395,129.395,129.221,129.31,97637
119,2021-01-07 15:50:00,129.4117,129.427,129.3,129.395,59351
120,2021-01-07 15:45:00,129.3,129.41,129.23,129.39,46649
121,2021-01-07 15:40:00,129.21,129.35,129.19,129.31,43563
122,2021-01-07 15:35:00,129.27,129.275,129.19,129.23,66551
123,2021-01-07 15:30:00,129.355,129.37,129.2,129.28,41754
124,2021-01-07 15:25:00,129.3601,129.43,129.34,129.36,27282
125,2021-01-07 15:20:00,129.368,129.45,129.34,129.41,38649
126,2021-01-07 15:15:00,129.335,129.4,129.25,129.3536,39028
127,2021-01-07 15:10:00,129.56,129.5881,129.36,129.36,41328
128,2021-01-07 15:05:00,129.44,129.6,129.43,129.58,37718
129,2021-01-07 15:00:00,129.23,129.45,129.1859,129.45,43530
130,2021-01-07 14:55:00,129.17,129.2,129.07,129.1769,28320
